unique_id,ds,y,y_hat_naive2
M108,1984-04-30,2309.0,2303.4349609413434
M108,1984-05-31,2306.0,2288.9890092929663
M108,1984-06-30,2303.0,2283.675186081843
M108,1984-07-31,2336.0,2290.908101680969
M108,1984-08-31,2534.0,2319.6866903717805
M108,1984-09-30,2534.0,2325.627115997142
M108,1984-10-31,2534.0,2322.9725359935587
M108,1984-11-30,2525.0,2308.467946180652
M108,1984-12-31,2525.0,2302.188714604668
M108,1985-01-31,2553.0,2312.0
M108,1985-02-28,2562.0,2309.3282032005363
M108,1985-03-31,2606.0,2304.0325353143867
M108,1985-04-30,2604.0,2303.4349609413434
M108,1985-05-31,2602.0,2288.9890092929663
M108,1985-06-30,2606.0,2283.675186081843
M108,1985-07-31,2606.0,2290.908101680969
M109,1975-08-31,9240.0,9180.0
M109,1975-09-30,9240.0,9180.0
M109,1975-10-31,9240.0,9180.0
M109,1975-11-30,9240.0,9180.0
M109,1975-12-31,9240.0,9180.0
M109,1976-01-31,9240.0,9180.0
M109,1976-02-29,9370.0,9180.0
M109,1976-03-31,9370.0,9180.0
M109,1976-04-30,9370.0,9180.0
M109,1976-05-31,9370.0,9180.0
M109,1976-06-30,9370.0,9180.0
M109,1976-07-31,9370.0,9180.0
M109,1976-08-31,9600.0,9180.0
M109,1976-09-30,9600.0,9180.0
M109,1976-10-31,9490.0,9180.0
M109,1976-11-30,9490.0,9180.0
M109,1976-12-31,9600.0,9180.0
M109,1977-01-31,9600.0,9180.0
M11,2021-07-31,11569.0,11448.156430134883
M11,2021-08-31,11727.0,11373.424135602141
M11,2021-09-30,12532.0,12270.467711771922
M11,2021-10-31,12876.0,12728.256029832242
M11,2021-11-30,12957.0,12856.934227994385
M11,2021-12-31,12912.0,12812.68336247909
M11,2022-01-31,12630.0,12606.492108315917
M11,2022-02-28,12887.0,12823.608408580258
M11,2022-03-31,12972.0,12878.425227270249
M11,2022-04-30,12976.0,12864.478602568832
M11,2022-05-31,12937.0,12847.054107102249
M11,2022-06-30,12597.0,12531.0
M11,2022-07-31,11712.0,11448.156430134883
M11,2022-08-31,11898.0,11373.424135602141
M11,2022-09-30,12703.0,12270.467711771922
M11,2022-10-31,13005.0,12728.256029832242
M11,2022-11-30,13095.0,12856.934227994385
M11,2022-12-31,13025.0,12812.68336247909
M110,1975-08-31,2189.0,2189.0
M110,1975-09-30,2189.0,2189.0
M110,1975-10-31,2189.0,2189.0
M110,1975-11-30,2189.0,2189.0
M110,1975-12-31,2179.0,2189.0
M110,1976-01-31,2296.0,2189.0
M110,1976-02-29,2303.0,2189.0
M110,1976-03-31,2303.0,2189.0
M110,1976-04-30,2303.0,2189.0
M110,1976-05-31,2303.0,2189.0
M110,1976-06-30,2303.0,2189.0
M110,1976-07-31,2303.0,2189.0
M110,1976-08-31,2303.0,2189.0
M110,1976-09-30,2460.0,2189.0
M110,1976-10-31,2460.0,2189.0
M110,1976-11-30,2460.0,2189.0
M110,1976-12-31,2460.0,2189.0
M110,1977-01-31,2460.0,2189.0
M111,1975-08-31,1532.0,1532.0
M111,1975-09-30,1532.0,1532.0
M111,1975-10-31,1532.0,1532.0
M111,1975-11-30,1532.0,1532.0
M111,1975-12-31,1532.0,1532.0
M111,1976-01-31,1532.0,1532.0
M111,1976-02-29,1654.0,1532.0
M111,1976-03-31,1654.0,1532.0
M111,1976-04-30,1654.0,1532.0
M111,1976-05-31,1654.0,1532.0
M111,1976-06-30,1654.0,1532.0
M111,1976-07-31,1677.0,1532.0
M111,1976-08-31,1677.0,1532.0
M111,1976-09-30,1677.0,1532.0
M111,1976-10-31,1677.0,1532.0
M111,1976-11-30,1677.0,1532.0
M111,1976-12-31,1677.0,1532.0
M111,1977-01-31,1677.0,1532.0
M112,1975-08-31,1566.0,1566.0
M112,1975-09-30,1566.0,1566.0
M112,1975-10-31,1566.0,1566.0
M112,1975-11-30,1566.0,1566.0
M112,1975-12-31,1566.0,1566.0
M112,1976-01-31,1566.0,1566.0
M112,1976-02-29,1688.0,1566.0
M112,1976-03-31,1688.0,1566.0
M112,1976-04-30,1691.0,1566.0
M112,1976-05-31,1691.0,1566.0
M112,1976-06-30,1703.0,1566.0
M112,1976-07-31,1787.0,1566.0
M112,1976-08-31,1787.0,1566.0
M112,1976-09-30,1787.0,1566.0
M112,1976-10-31,1787.0,1566.0
M112,1976-11-30,1787.0,1566.0
M112,1976-12-31,1787.0,1566.0
M112,1977-01-31,1787.0,1566.0
M113,1984-02-29,2217.0,2223.3786222125195
M113,1984-03-31,2217.0,2226.2450762866183
M113,1984-04-30,2217.0,2215.07846498465
M113,1984-05-31,2217.0,2205.1680547603464
M113,1984-06-30,2217.0,2197.926647180027
M113,1984-07-31,2217.0,2199.434515548938
M113,1984-08-31,2324.0,2246.3518370188967
M113,1984-09-30,2324.0,2239.201902068612
M113,1984-10-31,2324.0,2233.505572873951
M113,1984-11-30,2325.0,2227.9149489820584
M113,1984-12-31,2337.0,2223.5297556261476
M113,1985-01-31,2360.0,2217.0
M113,1985-02-28,2360.0,2223.3786222125195
M113,1985-03-31,2360.0,2226.2450762866183
M113,1985-04-30,2360.0,2215.07846498465
M113,1985-05-31,2360.0,2205.1680547603464
M113,1985-06-30,2360.0,2197.926647180027
M113,1985-07-31,2360.0,2199.434515548938
M114,2038-07-31,3094.0,3248.08809359823
M114,2038-08-31,3018.0,3188.3135386877484
M114,2038-09-30,3048.0,3177.9643698230852
M114,2038-10-31,2940.0,3202.6166039672576
M114,2038-11-30,2887.0,3220.159669363293
M114,2038-12-31,2975.0,3230.9032150590215
M114,2039-01-31,2912.0,3263.6978211181477
M114,2039-02-28,2727.0,3290.841208851848
M114,2039-03-31,2696.0,3320.7540382859606
M114,2039-04-30,2756.0,3337.895197416245
M114,2039-05-31,2702.0,3318.308849845031
M114,2039-06-30,2654.0,3278.0
M114,2039-07-31,2464.0,3248.08809359823
M114,2039-08-31,2278.0,3188.3135386877484
M114,2039-09-30,2202.0,3177.9643698230852
M114,2039-10-31,2195.0,3202.6166039672576
M114,2039-11-30,2229.0,3220.159669363293
M114,2039-12-31,2238.0,3230.9032150590215
M115,2005-02-28,1727.0,1716.6939095973341
M115,2005-03-31,1733.0,1723.1414839059316
M115,2005-04-30,1733.0,1721.5727269493786
M115,2005-05-31,1733.0,1709.6720234674715
M115,2005-06-30,1733.0,1718.0295817443402
M115,2005-07-31,1733.0,1704.8434125488848
M115,2005-08-31,1741.0,1724.7989222237838
M115,2005-09-30,1741.0,1718.293339390796
M115,2005-10-31,1743.0,1728.2067359138873
M115,2005-11-30,1743.0,1720.876483662639
M115,2005-12-31,1743.0,1717.7301247299586
M115,2006-01-31,1743.0,1727.0
M115,2006-02-28,1744.0,1716.6939095973341
M115,2006-03-31,1743.0,1723.1414839059316
M115,2006-04-30,1743.0,1721.5727269493786
M115,2006-05-31,1743.0,1709.6720234674715
M115,2006-06-30,1743.0,1718.0295817443402
M115,2006-07-31,1743.0,1704.8434125488848
M116,2005-02-28,1823.0,1813.4348339046226
M116,2005-03-31,1818.0,1809.106240117411
M116,2005-04-30,1829.0,1813.3374868583126
M116,2005-05-31,1826.0,1812.4750890930216
M116,2005-06-30,1827.0,1815.074436988717
M116,2005-07-31,1821.0,1809.9020251695067
M116,2005-08-31,1836.0,1816.1407918603425
M116,2005-09-30,1833.0,1815.093866684678
M116,2005-10-31,1828.0,1812.5738333610686
M116,2005-11-30,1833.0,1809.3496819553066
M116,2005-12-31,1832.0,1814.4514540803402
M116,2006-01-31,1832.0,1816.9999999999998
M116,2006-02-28,1832.0,1813.4348339046226
M116,2006-03-31,1832.0,1809.106240117411
M116,2006-04-30,1832.0,1813.3374868583126
M116,2006-05-31,1832.0,1812.4750890930216
M116,2006-06-30,1832.0,1815.074436988717
M116,2006-07-31,1832.0,1809.9020251695067
M117,2038-07-31,22960.0,22818.16732732703
M117,2038-08-31,23060.0,22835.08068696263
M117,2038-09-30,22920.0,22793.160464043343
M117,2038-10-31,22950.0,22812.165529826412
M117,2038-11-30,22940.0,22778.42621999905
M117,2038-12-31,22910.0,22773.50351780966
M117,2039-01-31,22940.0,22843.653269811715
M117,2039-02-28,23020.0,22815.301591891515
M117,2039-03-31,22880.0,22821.889581062227
M117,2039-04-30,22950.0,22848.58604514697
M117,2039-05-31,22940.0,22849.535216057357
M117,2039-06-30,23080.0,22830.0
M117,2039-07-31,23130.0,22818.16732732703
M117,2039-08-31,23130.0,22835.08068696263
M117,2039-09-30,23600.0,22793.160464043343
M117,2039-10-31,23540.0,22812.165529826412
M117,2039-11-30,23610.0,22778.42621999905
M117,2039-12-31,23460.0,22773.50351780966
M118,2038-07-31,20980.0,21132.040703599225
M118,2038-08-31,20690.0,21110.657234044098
M118,2038-09-30,20210.0,21114.202746148505
M118,2038-10-31,19940.0,21004.320246696432
M118,2038-11-30,19670.0,20950.303655394026
M118,2038-12-31,19320.0,20902.879468446594
M118,2039-01-31,19160.0,21019.63566570786
M118,2039-02-28,18910.0,20998.275232325504
M118,2039-03-31,19020.0,21023.342234928758
M118,2039-04-30,19180.0,21038.257079323754
M118,2039-05-31,19520.0,21097.228294952034
M118,2039-06-30,19910.0,21100.0
M118,2039-07-31,19910.0,21132.040703599225
M118,2039-08-31,19700.0,21110.657234044098
M118,2039-09-30,19810.0,21114.202746148505
M118,2039-10-31,19730.0,21004.320246696432
M118,2039-11-30,19640.0,20950.303655394026
M118,2039-12-31,19920.0,20902.879468446594
M119,2038-07-31,19640.0,19969.984805341202
M119,2038-08-31,19270.0,19916.8948734842
M119,2038-09-30,18970.0,19914.585462601095
M119,2038-10-31,18460.0,19733.21470054711
M119,2038-11-30,17930.0,19735.609809295776
M119,2038-12-31,17670.0,19721.31124861375
M119,2039-01-31,17700.0,19895.48145409816
M119,2039-02-28,17420.0,19858.69106371845
M119,2039-03-31,17560.0,19885.785449658728
M119,2039-04-30,17650.0,19842.767962918795
M119,2039-05-31,18130.0,19899.092267309337
M119,2039-06-30,18630.0,19910.0
M119,2039-07-31,18760.0,19969.984805341202
M119,2039-08-31,18490.0,19916.8948734842
M119,2039-09-30,18510.0,19914.585462601095
M119,2039-10-31,18130.0,19733.21470054711
M119,2039-11-30,17980.0,19735.609809295776
M119,2039-12-31,18780.0,19721.31124861375
M12,2046-07-31,2771.0,2765.5781556166908
M12,2046-08-31,2766.0,2751.3302216045995
M12,2046-09-30,2758.0,2717.7322591286857
M12,2046-10-31,2750.0,2711.6575191262173
M12,2046-11-30,2755.0,2711.105110250102
M12,2046-12-31,2785.0,2828.2793761498215
M12,2047-01-31,2748.0,2703.235701595451
M12,2047-02-28,2752.0,2708.0680643291284
M12,2047-03-31,2758.0,2723.175964559067
M12,2047-04-30,2768.0,2739.031062705337
M12,2047-05-31,2781.0,2747.6441781584645
M12,2047-06-30,2805.0,2764.0
M12,2047-07-31,2805.0,2765.5781556166908
M12,2047-08-31,2805.0,2751.3302216045995
M12,2047-09-30,2805.0,2717.7322591286857
M12,2047-10-31,2793.0,2711.6575191262173
M12,2047-11-30,2794.0,2711.105110250102
M12,2047-12-31,2824.0,2828.2793761498215
M120,2038-07-31,3330.0,3439.8327475626907
M120,2038-08-31,3153.0,3475.0527473302677
M120,2038-09-30,3114.0,3473.4015872766577
M120,2038-10-31,2956.0,3426.558758603907
M120,2038-11-30,2809.0,3407.142954758994
M120,2038-12-31,2779.0,3412.6500386853177
M120,2039-01-31,2797.0,3458.936108836907
M120,2039-02-28,2848.0,3490.9529985637687
M120,2039-03-31,2983.0,3514.369694942907
M120,2039-04-30,3167.0,3516.778077019347
M120,2039-05-31,3313.0,3468.75099498369
M120,2039-06-30,3238.0,3438.0000000000005
M120,2039-07-31,3263.0,3439.8327475626907
M120,2039-08-31,3269.0,3475.0527473302677
M120,2039-09-30,3187.0,3473.4015872766577
M120,2039-10-31,3086.0,3426.558758603907
M120,2039-11-30,3188.0,3407.142954758994
M120,2039-12-31,3370.0,3412.6500386853177
M121,2038-07-31,19010.0,19301.72208098272
M121,2038-08-31,18720.0,19227.908894775454
M121,2038-09-30,18420.0,19232.432461671757
M121,2038-10-31,17970.0,19061.256301043595
M121,2038-11-30,17490.0,19074.237194915455
M121,2038-12-31,17230.0,19054.620056015516
M121,2039-01-31,17250.0,19213.670552465755
M121,2039-02-28,16920.0,19169.434756031536
M121,2039-03-31,17000.0,19183.27439663744
M121,2039-04-30,16990.0,19123.128502116473
M121,2039-05-31,17410.0,19210.620972644352
M121,2039-06-30,17980.0,19240.0
M121,2039-07-31,18120.0,19301.72208098272
M121,2039-08-31,17830.0,19227.908894775454
M121,2039-09-30,17890.0,19232.432461671757
M121,2039-10-31,17540.0,19061.256301043595
M121,2039-11-30,17330.0,19074.237194915455
M121,2039-12-31,18080.0,19054.620056015516
M122,2072-07-31,17890.0,18249.963681057096
M122,2072-08-31,17820.0,18170.947318415612
M122,2072-09-30,17070.0,18187.942952519188
M122,2072-10-31,16710.0,17976.588600729567
M122,2072-11-30,16440.0,17992.678330223254
M122,2072-12-31,16040.0,17977.067659737095
M122,2073-01-31,16650.0,18129.062086889993
M122,2073-02-28,16360.0,18133.45656422785
M122,2073-03-31,16190.0,18233.729308093407
M122,2073-04-30,15890.0,18209.650523587075
M122,2073-05-31,16270.0,18264.80054192613
M122,2073-06-30,16670.0,18160.0
M122,2073-07-31,16080.0,18249.963681057096
M122,2073-08-31,15290.0,18170.947318415612
M122,2073-09-30,14890.0,18187.942952519188
M122,2073-10-31,14100.0,17976.588600729567
M122,2073-11-30,14470.0,17992.678330223254
M122,2073-12-31,15130.0,17977.067659737095
M123,2038-07-31,27150.0,22655.900445196196
M123,2038-08-31,17340.0,20055.466812905655
M123,2038-09-30,15680.0,16984.352022269682
M123,2038-10-31,16460.0,15836.885350847799
M123,2038-11-30,16030.0,16520.250170764437
M123,2038-12-31,16160.0,16810.458565475124
M123,2039-01-31,18740.0,18775.31946289851
M123,2039-02-28,21900.0,19613.647261679693
M123,2039-03-31,18570.0,20811.768466570873
M123,2039-04-30,17140.0,24809.539230748942
M123,2039-05-31,18350.0,21228.96879826574
M123,2039-06-30,20080.0,21560.0
M123,2039-07-31,20550.0,22655.900445196196
M123,2039-08-31,16920.0,20055.466812905655
M123,2039-09-30,13970.0,16984.352022269682
M123,2039-10-31,13150.0,15836.885350847799
M123,2039-11-30,11310.0,16520.250170764437
M123,2039-12-31,10860.0,16810.458565475124
M124,1993-08-31,4790.0,6029.861502901224
M124,1993-09-30,4080.0,6510.588018838103
M124,1993-10-31,9670.0,6779.077935619966
M124,1993-11-30,12210.0,7237.340871399353
M124,1993-12-31,14270.0,8761.501151788167
M124,1994-01-31,25790.0,9408.235220694409
M124,1994-02-28,9470.0,7640.070154665561
M124,1994-03-31,6920.0,6778.806702555578
M124,1994-04-30,5030.0,8850.26642726387
M124,1994-05-31,10950.0,9831.615389436874
M124,1994-06-30,8530.0,8273.425732656186
M124,1994-07-31,6840.0,7850.0
M124,1994-08-31,4830.0,6029.861502901224
M124,1994-09-30,3820.0,6510.588018838103
M124,1994-10-31,4810.0,6779.077935619966
M124,1994-11-30,4700.0,7237.340871399353
M124,1994-12-31,5410.0,8761.501151788167
M124,1995-01-31,11170.0,9408.235220694409
M125,2038-07-31,8980.0,9557.257581492891
M125,2038-08-31,9930.0,9499.875808203613
M125,2038-09-30,9150.0,8847.135067781543
M125,2038-10-31,9690.0,8567.490350307566
M125,2038-11-30,7900.0,7954.792561491793
M125,2038-12-31,7360.0,8120.5332955233025
M125,2039-01-31,7350.0,8265.758955591124
M125,2039-02-28,8030.0,8582.721633242681
M125,2039-03-31,8340.0,8419.193334920135
M125,2039-04-30,8530.0,8350.913300136697
M125,2039-05-31,8850.0,9015.466403101711
M125,2039-06-30,10080.0,9270.0
M125,2039-07-31,10110.0,9557.257581492891
M125,2039-08-31,8570.0,9499.875808203613
M125,2039-09-30,7560.0,8847.135067781543
M125,2039-10-31,6400.0,8567.490350307566
M125,2039-11-30,5830.0,7954.792561491793
M125,2039-12-31,7070.0,8120.5332955233025
M126,1993-08-31,1358.0,1393.5538858381624
M126,1993-09-30,1502.0,1390.6643472215978
M126,1993-10-31,1384.0,1262.7251632945756
M126,1993-11-30,1465.0,1245.7742354520753
M126,1993-12-31,1194.0,1130.442102036975
M126,1994-01-31,1113.0,1129.128622354468
M126,1994-02-28,1112.0,1146.656923617995
M126,1994-03-31,1214.0,1221.23037883798
M126,1994-04-30,1262.0,1240.6904870180686
M126,1994-05-31,1290.0,1246.0192887645924
M126,1994-06-30,1338.0,1404.8555222886637
M126,1994-07-31,1524.0,1402.0
M126,1994-08-31,1529.0,1393.5538858381624
M126,1994-09-30,1295.0,1390.6643472215978
M126,1994-10-31,1143.0,1262.7251632945756
M126,1994-11-30,968.0,1245.7742354520753
M126,1994-12-31,882.0,1130.442102036975
M126,1995-01-31,1068.0,1129.128622354468
M127,1993-08-31,2238.0,2137.9846309039704
M127,1993-09-30,2375.0,2203.1150619791224
M127,1993-10-31,2464.0,2274.482179294458
M127,1993-11-30,2533.0,2359.6458747943407
M127,1993-12-31,2422.0,2402.0339919408734
M127,1994-01-31,2299.0,2167.8494097412145
M127,1994-02-28,2208.0,1865.5173529318408
M127,1994-03-31,2145.0,1863.0592362611887
M127,1994-04-30,2146.0,1921.1561207984103
M127,1994-05-31,2225.0,1979.7183245226815
M127,1994-06-30,2174.0,2037.6348778123654
M127,1994-07-31,2223.0,2106.0
M127,1994-08-31,2232.0,2137.9846309039704
M127,1994-09-30,2105.0,2203.1150619791224
M127,1994-10-31,2294.0,2274.482179294458
M127,1994-11-30,2241.0,2359.6458747943407
M127,1994-12-31,2284.0,2402.0339919408734
M127,1995-01-31,2197.0,2167.8494097412145
M128,1993-08-31,3989.0,5240.533191298057
M128,1993-09-30,5551.0,6066.277017892502
M128,1993-10-31,3828.0,6187.883525843718
M128,1993-11-30,2779.0,6163.873307087878
M128,1993-12-31,2817.0,7356.217485651092
M128,1994-01-31,1320.0,6512.156636344704
M128,1994-02-28,1439.0,5481.508950109944
M128,1994-03-31,1562.0,6208.801093281385
M128,1994-04-30,1357.0,6431.608747098323
M128,1994-05-31,782.0,5795.6402544977755
M128,1994-06-30,811.0,5187.857324286608
M128,1994-07-31,438.0,5466.0
M128,1994-08-31,606.0,5240.533191298057
M128,1994-09-30,366.0,6066.277017892502
M128,1994-10-31,491.0,6187.883525843718
M128,1994-11-30,390.0,6163.873307087878
M128,1994-12-31,423.0,7356.217485651092
M128,1995-01-31,768.0,6512.156636344704
M129,1993-08-31,6312.0,6131.277396751907
M129,1993-09-30,7276.0,7735.765680592477
M129,1993-10-31,5153.0,7759.122876294953
M129,1993-11-30,3603.0,7677.379883567885
M129,1993-12-31,3656.0,9801.109530416295
M129,1994-01-31,1193.0,8230.652166233464
M129,1994-02-28,1770.0,6682.403573716808
M129,1994-03-31,1627.0,7980.711764589938
M129,1994-04-30,1396.0,8245.028460313773
M129,1994-05-31,486.0,6962.594213881686
M129,1994-06-30,507.0,6021.800604798159
M129,1994-07-31,203.0,6416.0
M129,1994-08-31,518.0,6131.277396751907
M129,1994-09-30,147.0,7735.765680592477
M129,1994-10-31,308.0,7759.122876294953
M129,1994-11-30,196.0,7677.379883567885
M129,1994-12-31,301.0,9801.109530416295
M129,1995-01-31,588.0,8230.652166233464
M13,2046-07-31,2177.9,2171.7779512409725
M13,2046-08-31,2173.6,2158.3069824050444
M13,2046-09-30,2164.6,2126.6160687346837
